"quad","year","species","count","cover"
"M6",1926,"Sphaeralcea spp.",7,"NA"
"M6",1926,"Weed",7,"NA"
"M6",1927,"Ambrosia artemisiifolia",6,"NA"
"M6",1927,"Aristida adscensionis",20,"NA"
"M6",1927,"Aristida adscensionis",5,"NA"
"M6",1927,"Evolvulus arizonicus",3,"NA"
"M6",1927,"Portulaca spp.",50,"NA"
"M6",1927,"Sphaeralcea spp.",5,"NA"
"M6",1927,"Unknown Forb",2,"NA"
"M6",1928,"Ambrosia artemisiifolia",6,"NA"
"M6",1928,"Annual grass","NA",0.01
"M6",1928,"Evolvulus arizonicus",1,"NA"
"M6",1928,"Sphaeralcea spp.",1,"NA"
"M6",1928,"Unknown Forb",7,"NA"
"M6",1929,"Ambrosia artemisiifolia",10,"NA"
"M6",1929,"Aristida adscensionis","NA",0.01
"M6",1929,"Evolvulus arizonicus",2,"NA"
"M6",1929,"Sphaeralcea spp.",5,"NA"
"M6",1929,"Unknown Forb",1,"NA"
"M6",1930,"Ambrosia artemisiifolia",11,"NA"
"M6",1930,"Eriogonum wrightii",1,"NA"
"M6",1930,"Evolvulus arizonicus",5,"NA"
"M6",1930,"Sphaeralcea spp.",4,"NA"
"M6",1930,"Unknown Forb",17,"NA"
"M6",1931,"Ambrosia artemisiifolia",6,"NA"
"M6",1931,"Annual grass","NA","t"
"M6",1931,"Evolvulus arizonicus",4,"NA"
"M6",1931,"Sphaeralcea spp.",2,"NA"
"M6",1931,"Unknown Forb",7,"NA"
"M6",1932,"Evolvulus arizonicus",7,"NA"
"M6",1934,"Evolvulus arizonicus",4,"NA"
"M6",1934,"Sida spinosa",1,"NA"
"M6P",1920,"Ambrosia artemisiifolia",7,"NA"
"M6P",1920,"Unknown Forb",14,"NA"
"M6P",1922,"Ambrosia artemisiifolia",5,"NA"
"M6P",1922,"Machaeranthera canescens",1,"NA"
"M6P",1922,"Unknown",1,"NA"
"M6P",1924,"Ambrosia artemisiifolia",8,"NA"
"M6P",1924,"Panicum hirticaule",4,"NA"
"M6P",1924,"Unknown Forb",5,"NA"
"M6P",1927,"Ambrosia artemisiifolia",27,"NA"
"M6P",1927,"Unknown",1,"NA"
"M6P",1927,"Unknown Forb",2,"NA"
"M6P",1928,"Ambrosia artemisiifolia",5,"NA"
"M6P",1928,"Annual grass","NA","t"
"M6P",1928,"Unknown Forb",3,"NA"
"M6P",1929,"Aristida adscensionis","NA",0.01
"M6P",1929,"Bouteloua aristidoides","NA",0.01
"M6P",1929,"Portulaca spp.",2,"NA"
"M6P",1931,"Annuals","NA","t"
"M6P",1931,"Evolvulus arizonicus",2,"NA"
"M6P",1931,"Unknown Forb",2,"NA"
"M7",1926,"Ambrosia artemisiifolia",6,"NA"
"M7",1926,"Aristida adscensionis",35,"NA"
"M7",1926,"Bouteloua aristidoides",132,"NA"
"M7",1926,"Eriogonum wrightii",1,"NA"
"M7",1926,"Isocoma tenuisecta",1,"NA"
"M7",1926,"Portulaca spp.",40,"NA"
"M7",1926,"Solanum elaeagnifolium",1,"NA"
"M7",1926,"Sphaeralcea spp.",1,"NA"
"M7",1927,"Ambrosia artemisiifolia",2,"NA"
"M7",1927,"Aristida adscensionis",15,"NA"
"M7",1927,"Aristida adscensionis",25,"NA"
"M7",1927,"Panicum hirticaule",1,"NA"
"M7",1927,"Portulaca spp.",10,"NA"
"M7",1927,"Solanum elaeagnifolium",2,"NA"
"M7",1927,"Sphaeralcea spp.",2,"NA"
"M7",1928,"Ambrosia artemisiifolia",3,"NA"
"M7",1928,"Annual grass","NA",0.01
"M7",1928,"Evolvulus arizonicus",1,"NA"
"M7",1928,"Solanum elaeagnifolium",1,"NA"
"M7",1929,"Ambrosia artemisiifolia",4,"NA"
"M7",1929,"Aristida adscensionis","NA",0.01
"M7",1929,"Solanum elaeagnifolium",2,"NA"
"M7",1929,"Sphaeralcea spp.",5,"NA"
"M7",1930,"Ambrosia artemisiifolia",7,"NA"
"M7",1930,"Solanum elaeagnifolium",1,"NA"
"M7",1930,"Unknown Forb",11,"NA"
"M7",1931,"Ambrosia artemisiifolia",3,"NA"
"M7",1931,"Annual grass","NA",0.01
"M7",1931,"Evolvulus arizonicus",3,"NA"
"M7",1931,"Sphaeralcea spp.",1,"NA"
"M7",1932,"Ambrosia artemisiifolia",1,"NA"
"M7",1932,"Solanum elaeagnifolium",6,"NA"
"M7",1934,"Annual grass","NA","t"
"M7",1934,"Solanum elaeagnifolium",12,"NA"
"M7P",1920,"Unknown Forb",22,"NA"
"M7P",1922,"Sphaeralcea spp.",3,"NA"
"M7P",1924,"Unknown Forb",5,"NA"
"M7P",1927,"Sphaeralcea spp.",1,"NA"
"M7P",1927,"Unknown Forb",18,"NA"
"M7P",1928,"Annual grass","NA",0.01
"M7P",1929,"Aristida adscensionis","NA",0.07
"M7P",1929,"Bouteloua aristidoides","NA",0.07
"M7P",1931,"Bouteloua aristidoides","NA",0.1
"M7P",1931,"Sphaeralcea spp.",4,"NA"
"M7P",1931,"Unknown Forb",27,"NA"
"M7P",1932,"Annual grass","NA",0.04
"M7P",1932,"Panicum hirticaule",2,"NA"
"M8",1926,"Ambrosia artemisiifolia",4,"NA"
"M8",1926,"Aristida adscensionis",60,"NA"
"M8",1926,"Bouteloua aristidoides",20,"NA"
"M8",1926,"Portulaca spp.",180,"NA"
"M8",1926,"Weed",2,"NA"
"M8",1927,"Ambrosia artemisiifolia",4,"NA"
"M8",1927,"Aristida adscensionis",15,"NA"
"M8",1927,"Aristida adscensionis",15,"NA"
"M8",1927,"Evolvulus arizonicus",1,"NA"
"M8",1927,"Portulaca spp.",50,"NA"
"M8",1927,"Sphaeralcea spp.",1,"NA"
"M8",1927,"Unknown Forb",1,"NA"
"M8",1927,"Weed",2,"NA"
"M8",1928,"Annual grass","NA",0.01
"M8",1928,"Unknown Forb",7,"NA"
"M8",1929,"Ambrosia artemisiifolia",1,"NA"
"M8",1929,"Aristida adscensionis","NA",0.01
"M8",1929,"Evolvulus arizonicus",3,"NA"
"M8",1930,"Evolvulus arizonicus",1,"NA"
"M8",1930,"Sphaeralcea spp.",1,"NA"
"M8",1931,"Ambrosia artemisiifolia",1,"NA"
"M8",1931,"Annual grass","NA","t"
"M8",1931,"Evolvulus arizonicus",2,"NA"
"M8",1931,"Unknown Forb",3,"NA"
"M8",1932,"Annual grass","NA",0.01
"M8",1932,"Evolvulus arizonicus",1,"NA"
"M8",1932,"Portulaca spp.",1,"NA"
"M8",1934,"Annual grass","NA","t"
"M8",1934,"Aristida adscensionis",1,"NA"
"M8",1934,"Evolvulus arizonicus",1,"NA"
"M8",1934,"Unknown",2,"NA"
"M8P",1920,"Unknown Forb",5,"NA"
"M8P",1922,"Aristida adscensionis","NA",0.01
"M8P",1922,"Bouteloua aristidoides","NA",0.01
"M8P",1922,"Unknown",22,"NA"
"M8P",1924,"Unknown Forb",5,"NA"
"M8P",1927,"Aristida adscensionis","NA",0.04
"M8P",1927,"Bouteloua aristidoides","NA",0.04
"M8P",1927,"Unknown Forb",23,"NA"
"M8P",1928,"Annual grass","NA",0.01
"M8P",1928,"Unknown Forb",3,"NA"
"M8P",1929,"Unknown",1,"NA"
"M8P",1931,"Annuals","NA",0.08
"M8P",1931,"Eriogonum wrightii",22,"NA"
"M8P",1932,"Annual grass","NA",0.05
"M8P",1932,"Boerhavia purpurascens",3,"NA"
"M8P",1932,"Unknown",10,"NA"
"NA24",1927,"Sphaeralcea spp.",9,"NA"
"NA24",1928,"Sphaeralcea spp.",2,"NA"
"NA24",1931,"Evolvulus arizonicus",1,"NA"
"NA24",1931,"Sphaeralcea spp.",2,"NA"
"NA25",1927,"Solanum elaeagnifolium",5,"NA"
"NA25",1927,"Sphaeralcea spp.",14,"NA"
"NA25",1928,"Sphaeralcea spp.",6,"NA"
"NA25",1931,"Evolvulus arizonicus",1,"NA"
"NA25",1931,"Sphaeralcea spp.",11,"NA"
"NA25",1934,"Evolvulus arizonicus",1,"NA"
"NA25",1934,"Portulaca spp.",1,"NA"
"NA25",1934,"Sida spinosa",3,"NA"
"NA25",1934,"Solanum elaeagnifolium",10,"NA"
"NA25",1934,"Sphaeralcea spp.",40,"NA"
"NA26",1927,"Aristida adscensionis","NA","t"
"NA26",1927,"Bouteloua aristidoides","NA","t"
"NA26",1927,"Sphaeralcea spp.",34,"NA"
"NA26",1928,"Sphaeralcea spp.",20,"NA"
"NA26",1931,"Sphaeralcea spp.",15,"NA"
"NA26",1932,"Sphaeralcea spp.",12,"NA"
"NA26",1934,"Sida spinosa",18,"NA"
"NA26",1934,"Sphaeralcea spp.",80,"NA"
"NA27",1927,"Evolvulus arizonicus",3,"NA"
"NA27",1927,"Sphaeralcea spp.",25,"NA"
"NA27",1928,"Evolvulus arizonicus",1,"NA"
"NA27",1928,"Sphaeralcea spp.",19,"NA"
"NA27",1931,"Sphaeralcea spp.",7,"NA"
"NA27",1931,"Unknown",2,"NA"
"NA27",1932,"Mimosa dysocarpa",1,"NA"
"NA27",1932,"Sphaeralcea spp.",5,"NA"
"NA27",1932,"Unknown",2,"NA"
"NA27",1934,"Sida spinosa",5,"NA"
"NA27",1934,"Sphaeralcea spp.",40,"NA"
"NA28",1928,"Evolvulus arizonicus",2,"NA"
"NA28",1928,"Sphaeralcea spp.",18,"NA"
"NA28",1931,"Evolvulus arizonicus",2,"NA"
"NA28",1931,"Sphaeralcea spp.",8,"NA"
"NA28",1931,"Unknown",2,"NA"
"NA28",1932,"Sphaeralcea spp.",4,"NA"
"NA28",1934,"Sida spinosa",13,"NA"
"NA28",1934,"Sphaeralcea spp.",40,"NA"
"NA29",1931,"Evolvulus arizonicus",2,"NA"
"NA29",1931,"Sphaeralcea spp.",12,"NA"
"NA29",1934,"Evolvulus arizonicus",4,"NA"
"NA29",1934,"Sida spinosa",3,"NA"
"NA29",1934,"Sphaeralcea spp.",3,"NA"
"NB24",1927,"Aristida adscensionis",1,"NA"
"NB24",1927,"Sphaeralcea spp.",16,"NA"
"NB24",1927,"Unknown",6,"NA"
"NB24",1928,"Sphaeralcea spp.",9,"NA"
"NB24",1931,"Evolvulus arizonicus",4,"NA"
"NB24",1931,"Sphaeralcea spp.",10,"NA"
"NB25",1927,"Ambrosia artemisiifolia",1,"NA"
"NB25",1927,"Sphaeralcea spp.",6,"NA"
"NB25",1927,"Unknown",1,"NA"
"NB25",1928,"Sphaeralcea spp.",5,"NA"
"NB25",1931,"Sphaeralcea spp.",3,"NA"
"NB25",1932,"Evolvulus arizonicus",1,"NA"
"NB25",1934,"Sida spinosa",4,"NA"
"NB25",1934,"Sphaeralcea spp.",75,"NA"
"NC24",1927,"Evolvulus arizonicus",1,"NA"
"NC24",1927,"Isocoma tenuisecta",1,"NA"
"NC24",1927,"Solanum elaeagnifolium",5,"NA"
"NC24",1929,"Evolvulus arizonicus",1,"NA"
"NC24",1929,"Solanum elaeagnifolium",7,"NA"
"NC24",1930,"Isocoma tenuisecta",1,"NA"
"NC24",1930,"Solanum elaeagnifolium",7,"NA"
"NC24",1931,"Solanum elaeagnifolium",7,"NA"
"NC24",1932,"Solanum elaeagnifolium",11,"NA"
"NC25",1927,"Isocoma tenuisecta",17,"NA"
"NC25",1931,"Annual grass","NA","t"
"NC25",1931,"Evolvulus arizonicus",1,"NA"
"NC26",1927,"Ambrosia artemisiifolia",4,"NA"
"NC26",1927,"Aristida adscensionis","NA","t"
"NC26",1927,"Bouteloua aristidoides","NA","t"
"NC26",1927,"Isocoma tenuisecta",7,"NA"
"NC26",1931,"Annual grass","NA","t"
"NC26",1932,"Evolvulus arizonicus",1,"NA"
"NC26",1932,"Sphaeralcea spp.",1,"NA"
"NC27",1927,"Isocoma tenuisecta",5,"NA"
"NC27",1927,"Sphaeralcea spp.",1,"NA"
"NC27",1928,"Isocoma tenuisecta",10,"NA"
"NC27",1929,"Ambrosia artemisiifolia",1,"NA"
"NC27",1930,"Baccharis wrightii",1,"NA"
"NC27",1931,"Annual grass","NA",0.01
"NC28",1929,"Boerhavia purpurascens",1,"NA"
"NC28",1929,"Evolvulus arizonicus",1,"NA"
"NC28",1929,"Solanum elaeagnifolium",1,"NA"
"NC28",1931,"Annual grass","NA","t"
"NC29",1929,"Aristida adscensionis","NA",0.01
"NC29",1929,"Bouteloua aristidoides","NA",0.01
"NC29",1931,"Annual grass","NA","t"
"NC29",1931,"Evolvulus arizonicus",2,"NA"
"ND25",1927,"Isocoma tenuisecta",8,"NA"
"ND25",1927,"Solanum elaeagnifolium",1,"NA"
"ND25",1929,"Solanum elaeagnifolium",2,"NA"
"ND25",1930,"Solanum elaeagnifolium",2,"NA"
"ND25",1931,"Annual grass","NA","t"
"ND25",1931,"Solanum elaeagnifolium",2,"NA"
"ND25",1932,"Boerhavia purpurascens",1,"NA"
"ND25",1932,"Solanum elaeagnifolium",3,"NA"
"NE25",1925,"Ambrosia artemisiifolia",2,"NA"
"NE25",1925,"Aristida adscensionis",100,"NA"
"NE25",1925,"Bouteloua aristidoides",40,"NA"
"NE25",1925,"Evolvulus arizonicus",1,"NA"
"NE25",1925,"Portulaca spp.",140,"NA"
"NE25",1925,"Solanum elaeagnifolium",3,"NA"
"NE25",1925,"Sphaeralcea spp.",4,"NA"
"NE25",1925,"Unknown Forb",1,"NA"
"NE25",1927,"Ambrosia artemisiifolia",3,"NA"
"NE25",1927,"Aristida adscensionis",25,"NA"
"NE25",1927,"Aristida adscensionis",25,"NA"
"NE25",1927,"Evolvulus arizonicus",2,"NA"
"NE25",1927,"Panicum hirticaule",1,"NA"
"NE25",1927,"Portulaca spp.",40,"NA"
"NE25",1927,"Solanum elaeagnifolium",3,"NA"
"NE25",1927,"Unknown Forb",4,"NA"
"NE25",1928,"Ambrosia artemisiifolia",5,"NA"
"NE25",1928,"Evolvulus arizonicus",1,"NA"
"NE25",1928,"Solanum elaeagnifolium",4,"NA"
"NE25",1928,"Sphaeralcea spp.",2,"NA"
"NE25",1929,"Ambrosia artemisiifolia",3,"NA"
"NE25",1929,"Aristida adscensionis","NA",0.01
"NE25",1929,"Solanum elaeagnifolium",8,"NA"
"NE25",1929,"Sphaeralcea spp.",7,"NA"
"NE25",1931,"Annual grass","NA","t"
"NE25",1931,"Solanum elaeagnifolium",6,"NA"
"NE25",1931,"Sphaeralcea spp.",1,"NA"
"NE25",1931,"Unknown Forb",5,"NA"
"NE25",1932,"Eriogonum wrightii",1,"NA"
"NE25",1932,"Solanum elaeagnifolium",3,"NA"
"NE25",1933,"Eriogonum wrightii",1,"NA"
"NE25",1933,"Solanum elaeagnifolium",3,"NA"
"NE27",1927,"Ambrosia artemisiifolia",6,"NA"
"NE27",1927,"Aristida adscensionis","NA",0.01
"NE27",1927,"Bouteloua aristidoides","NA",0.01
"NE27",1927,"Evolvulus arizonicus",3,"NA"
"NE27",1927,"Sphaeralcea spp.",1,"NA"
"NE27",1927,"Unknown",5,"NA"
"NE27",1928,"Ambrosia artemisiifolia",7,"NA"
"NE27",1928,"Evolvulus arizonicus",2,"NA"
"NE27",1928,"Solanum elaeagnifolium",1,"NA"
"NE27",1928,"Sphaeralcea spp.",2,"NA"
"NE27",1928,"Unknown Forb",5,"NA"
"NE27",1928,"Weed",1,"NA"
"NE27",1929,"Ambrosia artemisiifolia",18,"NA"
"NE27",1929,"Aristida adscensionis","NA",0.02
"NE27",1929,"Evolvulus arizonicus",2,"NA"
"NE27",1929,"Solanum elaeagnifolium",1,"NA"
"NE27",1930,"Ambrosia artemisiifolia",15,"NA"
"NE27",1930,"Annual grass","NA","t"
"NE27",1930,"Evolvulus arizonicus",1,"NA"
"NE27",1930,"Unknown",1,"NA"
"NE27",1931,"Ambrosia artemisiifolia",12,"NA"
"NE27",1931,"Annual grass","NA","t"
"NE27",1931,"Evolvulus arizonicus",3,"NA"
"NE27",1931,"Unknown Forb",26,"NA"
"NE27",1932,"Ambrosia artemisiifolia",3,"NA"
"NE27",1932,"Evolvulus arizonicus",1,"NA"
"NE27",1932,"Unknown",1,"NA"
"NE27",1933,"Euphorbia spp.",3,"NA"
"NE27",1933,"Evolvulus arizonicus",2,"NA"
"NE27",1935,"Evolvulus arizonicus",1,"NA"
"NE28",1928,"Ambrosia artemisiifolia",3,"NA"
"NE28",1928,"Annual grass","NA",0.03
"NE28",1928,"Unknown Forb",13,"NA"
"NE28",1929,"Ambrosia artemisiifolia",3,"NA"
"NE28",1929,"Aristida adscensionis","NA",0.03
"NE28",1929,"Sphaeralcea spp.",5,"NA"
"NE28",1929,"Unknown",6,"NA"
"NE28",1929,"Unknown Forb",4,"NA"
"NE28",1930,"Sphaeralcea spp.",1,"NA"
"NE28",1930,"Unknown Forb",6,"NA"
"NE28",1931,"Annual grass","NA",0.02
"NE28",1931,"Unknown Forb",8,"NA"
"NE28",1933,"Annual grass","NA",0.05
"NE28",1933,"Boerhavia purpurascens",1,"NA"
"NE28",1933,"Unknown Forb",3,"NA"
"NE28",1934,"Baccharis wrightii",25,"NA"
"NE29",1929,"Ambrosia artemisiifolia",6,"NA"
"NE29",1929,"Aristida adscensionis","NA",0.02
"NE29",1929,"Sphaeralcea spp.",3,"NA"
"NE29",1930,"Ambrosia artemisiifolia",9,"NA"
"NE29",1930,"Solanum elaeagnifolium",1,"NA"
"NE29",1930,"Unknown Forb",27,"NA"
"NE29",1931,"Ambrosia artemisiifolia",11,"NA"
"NE29",1931,"Annual grass","NA","t"
"NE29",1931,"Solanum elaeagnifolium",2,"NA"
"NE29",1931,"Sphaeralcea spp.",1,"NA"
"NE29",1931,"Unknown Forb",4,"NA"
"NE29",1932,"Ambrosia artemisiifolia",2,"NA"
"NE29",1932,"Solanum elaeagnifolium",1,"NA"
"NE29",1932,"Unknown Forb",1,"NA"
"NF25",1926,"Ambrosia artemisiifolia",5,"NA"
"NF25",1926,"Aristida adscensionis",60,"NA"
"NF25",1926,"Bouteloua aristidoides",10,"NA"
"NF25",1926,"Evolvulus arizonicus",1,"NA"
"NF25",1926,"Portulaca spp.",60,"NA"
"NF25",1926,"Weed",2,"NA"
"NF25",1927,"Ambrosia artemisiifolia",15,"NA"
"NF25",1927,"Aristida adscensionis",5,"NA"
"NF25",1927,"Aristida adscensionis",5,"NA"
"NF25",1927,"Evolvulus arizonicus",3,"NA"
"NF25",1927,"Panicum hirticaule",1,"NA"
"NF25",1927,"Portulaca spp.",15,"NA"
"NF25",1927,"Weed",2,"NA"
"NF25",1929,"Ambrosia artemisiifolia",13,"NA"
"NF25",1929,"Evolvulus arizonicus",1,"NA"
"NF25",1929,"Unknown Forb",1,"NA"
"NF25",1930,"Ambrosia artemisiifolia",3,"NA"
"NF25",1930,"Evolvulus arizonicus",4,"NA"
"NF25",1930,"Unknown Forb",6,"NA"
"NF25",1931,"Ambrosia artemisiifolia",4,"NA"
"NF25",1931,"Evolvulus arizonicus",4,"NA"
"NF25",1931,"Solanum elaeagnifolium",1,"NA"
"NF25",1931,"Sphaeralcea spp.",2,"NA"
"NF25",1931,"Unknown Forb",21,"NA"
"NF25",1932,"Evolvulus arizonicus",7,"NA"
"NF25",1932,"Solanum elaeagnifolium",1,"NA"
"NF25",1933,"Evolvulus arizonicus",5,"NA"
"NF27",1927,"Ambrosia artemisiifolia",14,"NA"
"NF27",1927,"Aristida adscensionis","NA",0.01
"NF27",1927,"Bouteloua aristidoides","NA",0.01
"NF27",1927,"Evolvulus arizonicus",1,"NA"
"NF27",1927,"Unknown",4,"NA"
"NF27",1927,"Unknown Forb",3,"NA"
"NF27",1928,"Ambrosia artemisiifolia",11,"NA"
"NF27",1928,"Unknown Forb",17,"NA"
"NF27",1929,"Ambrosia artemisiifolia",9,"NA"
"NF27",1929,"Aristida adscensionis","NA",0.02
"NF27",1929,"Evolvulus arizonicus",3,"NA"
"NF27",1929,"Unknown",2,"NA"
"NF27",1929,"Unknown Forb",11,"NA"
"NF27",1930,"Ambrosia artemisiifolia",5,"NA"
"NF27",1930,"Evolvulus arizonicus",3,"NA"
"NF27",1930,"Unknown Forb",13,"NA"
"NF27",1931,"Ambrosia artemisiifolia",2,"NA"
"NF27",1931,"Annual grass","NA","t"
"NF27",1931,"Evolvulus arizonicus",1,"NA"
"NF27",1931,"Unknown Forb",31,"NA"
"NF27",1932,"Evolvulus arizonicus",2,"NA"
"NF27",1932,"Unknown",1,"NA"
"NF27",1933,"Annual grass","NA","t"
"NF27",1933,"Carlowrightia arizonica",1,"NA"
"NF27",1933,"Evolvulus arizonicus",3,"NA"
"NF27",1933,"Unknown Forb",2,"NA"
"NF28",1928,"Ambrosia artemisiifolia",12,"NA"
"NF28",1928,"Annual grass","NA",0.03
"NF28",1928,"Sphaeralcea spp.",1,"NA"
"NF28",1928,"Unknown Forb",17,"NA"
"NF28",1929,"Ambrosia artemisiifolia",8,"NA"
"NF28",1929,"Aristida adscensionis","NA",0.02
"NF28",1929,"Sphaeralcea spp.",2,"NA"
"NF28",1929,"Unknown Forb",5,"NA"
"NF28",1930,"Ambrosia artemisiifolia",21,"NA"
"NF28",1930,"Sphaeralcea spp.",4,"NA"
"NF28",1930,"Unknown Forb",23,"NA"
"NF28",1931,"Ambrosia artemisiifolia",10,"NA"
"NF28",1931,"Annual grass","NA","t"
"NF28",1931,"Unknown Forb",11,"NA"
"NF28",1932,"Ambrosia artemisiifolia",4,"NA"
"NF28",1932,"Sphaeralcea spp.",1,"NA"
"NF29",1929,"Ambrosia artemisiifolia",11,"NA"
"NF29",1929,"Aristida adscensionis","NA",0.01
"NF29",1929,"Evolvulus arizonicus",1,"NA"
"NF29",1929,"Sphaeralcea spp.",3,"NA"
"NF29",1929,"Unknown",1,"NA"
"NF29",1929,"Unknown Forb",4,"NA"
"NF29",1930,"Ambrosia artemisiifolia",27,"NA"
"NF29",1930,"Evolvulus arizonicus",2,"NA"
"NF29",1930,"Sphaeralcea spp.",4,"NA"
"NF29",1930,"Unknown",26,"NA"
"NF29",1931,"Ambrosia artemisiifolia",21,"NA"
"NF29",1931,"Annual grass","NA","t"
"NF29",1931,"Evolvulus arizonicus",2,"NA"
"NF29",1931,"Sphaeralcea spp.",5,"NA"
"NF29",1932,"Evolvulus arizonicus",1,"NA"
"NF29",1932,"Sphaeralcea spp.",1,"NA"
"NG25",1927,"Aristida adscensionis","NA",0.05
"NG25",1927,"Eschscholzia californica",1,"NA"
"NG25",1928,"Annual grass",1,"NA"
"NG25",1929,"Aristida adscensionis","NA",0.05
"NG25",1930,"Annual grass","NA","t"
"NG25",1930,"Baccharis wrightii",4,"NA"
"NG25",1931,"Eschscholzia californica",2,"NA"
"NG25",1931,"Unknown",4,"NA"
"NG25",1932,"Annual grass","NA",0.02
"NG25",1932,"Boerhavia purpurascens",1,"NA"
"NG26",1926,"Ambrosia artemisiifolia",1,"NA"
"NG26",1927,"Aristida adscensionis","NA",0.05
"NG26",1928,"Ambrosia artemisiifolia",1,"NA"
"NG26",1928,"Annual grass","NA",0.1
"NG26",1929,"Aristida adscensionis","NA",0.05
"NG26",1930,"Annual grass","NA","t"
"NG26",1931,"Ambrosia artemisiifolia",3,"NA"
"NG26",1931,"Unknown",4,"NA"
"NG26",1932,"Unknown",1,"NA"
"NG27",1927,"Aristida adscensionis","NA",0.05
"NG27",1927,"Bouteloua aristidoides","NA",0.05
"NG27",1928,"Annual grass","NA",0.08
"NG27",1928,"Sphaeralcea spp.",1,"NA"
"NG27",1929,"Aristida adscensionis","NA",0.05
"NG27",1929,"Sphaeralcea spp.",42,"NA"
"NG27",1931,"Sphaeralcea spp.",3,"NA"
"NG27",1931,"Unknown",7,"NA"
"NG28",1928,"Annual grass","NA",0.08
"NG28",1928,"Sphaeralcea spp.",2,"NA"
"NG28",1929,"Aristida adscensionis","NA",0.05
"NG28",1929,"Sphaeralcea spp.",31,"NA"
"NG28",1930,"Annual grass","NA","t"
"NG28",1931,"Annual grass","NA","t"
"NG28",1931,"Sphaeralcea spp.",2,"NA"
"NG28",1932,"Annual grass","NA",0.01
"NG29",1929,"Aristida adscensionis","NA",0.04
"NG29",1931,"Sphaeralcea spp.",2,"NA"
"NG31",1931,"Annual grass","NA",0.01
"NG31",1931,"Sphaeralcea spp.",18,"NA"
"NG31",1931,"Unknown",3,"NA"
"NG31",1935,"Eriogonum wrightii",3,"NA"
"NG31",1935,"Sida abutifolia",6,"NA"
"NH25",1926,"Aristida adscensionis",90,"NA"
"NH25",1926,"Bouteloua aristidoides",10,"NA"
"NH25",1927,"Aristida adscensionis","NA",0.05
"NH25",1928,"Annual grass","NA",0.1
"NH25",1929,"Aristida adscensionis","NA",0.05
"NH25",1930,"Annual grass","NA","t"
"NH25",1931,"Sphaeralcea spp.",3,"NA"
"NH25",1931,"Unknown",2,"NA"
"NH25",1932,"Annual grass","NA","t"
"NH25",1932,"Boerhavia purpurascens",1,"NA"
"NH26",1926,"Sphaeralcea spp.",1,"NA"
"NH26",1927,"Ambrosia artemisiifolia",1,"NA"
"NH26",1927,"Aristida adscensionis","NA",0.05
"NH26",1929,"Aristida adscensionis","NA",0.05
"NH26",1929,"Sphaeralcea spp.",6,"NA"
"NH26",1929,"Unknown",6,"NA"
"NH26",1930,"Annual grass","NA","t"
"NH26",1931,"Sphaeralcea spp.",3,"NA"
"NH26",1931,"Unknown",4,"NA"
"NH27",1927,"Ambrosia artemisiifolia",1,"NA"
"NH27",1927,"Aristida adscensionis","NA",0.05
"NH27",1927,"Bouteloua aristidoides","NA",0.05
"NH27",1928,"Ambrosia artemisiifolia",4,"NA"
"NH27",1928,"Annual grass","NA",0.08
"NH27",1929,"Aristida adscensionis","NA",0.05
"NH27",1929,"Sphaeralcea spp.",12,"NA"
"NH27",1930,"Annual grass","NA","t"
"NH27",1931,"Ambrosia artemisiifolia",4,"NA"
"NH27",1931,"Annual grass","NA",0.01
"NH27",1931,"Sphaeralcea spp.",2,"NA"
"NH27",1931,"Unknown",2,"NA"
"NH27",1932,"Ambrosia artemisiifolia",12,"NA"
"NH27",1932,"Annual grass","NA",0.01
"NH28",1928,"Ambrosia artemisiifolia",1,"NA"
"NH28",1928,"Annual grass","NA",0.05
"NH28",1929,"Aristida adscensionis","NA",0.04
"NH28",1929,"Sphaeralcea spp.",18,"NA"
"NH28",1930,"Annual grass","NA","t"
"NH28",1931,"Ambrosia artemisiifolia",1,"NA"
"NH28",1931,"Annual grass","NA","t"
"NH28",1932,"Ambrosia artemisiifolia",1,"NA"
"NH28",1932,"Annual grass","NA","t"
"NH29",1929,"Aristida adscensionis","NA",0.04
"NH29",1929,"Sphaeralcea spp.",5,"NA"
"NH29",1931,"Annual grass","NA","t"
"NH29",1931,"Eriogonum wrightii",8,"NA"
"NH29",1932,"Annual grass","NA","t"
"NH31",1931,"Annual grass","NA","t"
"NH31",1931,"Sphaeralcea spp.",38,"NA"
"NH31",1931,"Unknown",16,"NA"
"NH31",1932,"Annual grass","NA",0.01
"NH31",1932,"Evolvulus arizonicus",1,"NA"
"NH31",1935,"Sida abutifolia",3,"NA"
"NJ25",1926,"Aristida adscensionis",12,"NA"
"NJ25",1926,"Bouteloua aristidoides",90,"NA"
"NJ25",1926,"Evolvulus arizonicus",6,"NA"
"NJ25",1926,"Isocoma tenuisecta",2,"NA"
"NJ25",1927,"Aristida adscensionis","NA","t"
"NJ25",1927,"Bouteloua aristidoides","NA","t"
"NJ25",1927,"Evolvulus arizonicus",5,"NA"
"NJ25",1927,"Isocoma tenuisecta",2,"NA"
"NJ25",1929,"Ambrosia artemisiifolia",2,"NA"
"NJ25",1929,"Aristida adscensionis","NA","t"
"NJ25",1929,"Evolvulus arizonicus",1,"NA"
"NJ25",1930,"Evolvulus arizonicus",6,"NA"
"NJ25",1930,"Sphaeralcea spp.",2,"NA"
"NJ25",1931,"Annual grass","NA",0.01
"NJ25",1931,"Evolvulus arizonicus",3,"NA"
