PRISM Time Series Data
Location:  Lat: 32.6193   Lon: -106.7418   Elev: 1319m
"Climate variables: ppt,tmin,tmean,tmax,tdmean,vpdmin,vpdmax"
Spatial resolution: 4km
Period: 1895-01 - 2020-01
Dataset: AN81m
PRISM day definition: 24 hours ending at 1200 UTC on the day shown
Grid Cell Interpolation: Off
Time series generated: 2021-Aug-06
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf
Date,ppt (mm),tmin (degrees C),tmean (degrees C),tmax (degrees C),tdmean (degrees C),vpdmin (hPa),vpdmax (hPa)
1995-02,10.64,0.0,9.5,19.0,-2.1,0.80,16.68
1995-03,0.99,1.0,11.1,21.3,-3.6,1.65,21.08
1995-04,0.00,1.3,12.6,23.8,-7.4,2.92,26.47
1995-05,0.73,8.0,18.6,29.3,-5.1,5.65,36.79
1995-06,0.88,13.9,23.7,33.5,0.5,8.57,45.20
1995-07,31.57,16.6,25.9,35.1,5.5,8.14,47.53
1995-08,74.28,18.2,26.4,34.7,11.8,5.36,41.76
1995-09,45.84,13.2,21.7,30.2,9.2,2.81,32.15
1995-10,0.00,4.8,16.1,27.4,-4.0,3.71,31.56
1995-11,2.15,0.6,10.9,21.1,-3.6,1.79,19.78
1995-12,4.04,-3.9,5.6,15.1,-5.5,1.00,13.61
1996-01,7.76,-5.4,5.2,15.8,-9.7,1.45,15.10
1996-02,2.27,-0.3,9.7,19.8,-6.5,2.36,19.82
1996-03,0.00,-0.7,9.9,20.5,-11.0,3.32,21.84
1996-04,12.83,3.9,14.6,25.4,-9.6,5.17,30.06
1996-05,0.00,10.2,21.7,33.2,-6.6,7.62,46.70
1996-06,31.66,16.1,25.7,35.3,4.4,7.74,48.42
1996-07,74.27,19.5,27.0,34.6,13.2,5.12,39.48
1996-08,65.11,16.1,24.8,33.5,12.5,2.14,37.34
1996-09,92.25,12.0,20.4,28.9,9.3,1.38,27.38
1996-10,16.13,7.1,16.0,24.9,2.0,2.94,24.68
1996-11,2.55,0.2,10.0,19.8,-4.9,1.86,18.94
1996-12,0.00,-4.7,5.0,14.8,-8.5,1.26,13.58
1997-01,20.37,-5.8,3.2,12.1,-4.8,0.22,10.40
1997-02,23.24,-3.5,6.2,15.9,-5.1,0.62,13.79
1997-03,9.59,0.7,11.4,22.1,-6.3,2.19,23.38
1997-04,4.47,4.0,13.5,22.9,-2.4,2.63,23.63
1997-05,35.19,9.9,20.1,30.3,2.2,3.79,36.17
1997-06,50.89,12.5,23.1,33.7,3.6,4.69,44.71
1997-07,49.56,17.3,26.1,34.9,9.1,6.24,44.63
1997-08,31.08,17.3,25.5,33.6,12.6,3.75,37.71
1997-09,37.32,15.4,23.5,31.6,10.4,4.04,34.50
1997-10,10.45,3.6,14.5,25.4,0.4,1.69,26.00
1997-11,13.69,-0.6,8.7,18.1,-4.3,1.55,16.24
1997-12,40.88,-6.7,1.8,10.2,-6.1,0.25,8.51
1998-01,1.97,-6.9,4.3,15.4,-4.8,0.00,12.66
1998-02,7.31,-3.8,5.4,14.7,-5.2,0.49,12.77
1998-03,11.44,-1.9,8.6,19.0,-5.8,0.95,18.90
1998-04,1.94,2.0,12.0,22.0,-6.2,2.93,22.76
1998-05,0.00,8.3,19.6,30.9,-4.6,6.65,39.82
1998-06,3.80,10.7,22.9,35.1,-0.3,7.08,50.39
1998-07,53.67,18.6,26.7,34.8,12.9,4.11,41.47
1998-08,30.07,16.8,25.4,33.9,12.1,2.82,39.47
1998-09,7.98,15.4,24.0,32.7,8.5,4.82,37.86
1998-10,55.32,8.4,16.8,25.1,2.7,2.95,24.65
1998-11,13.60,0.0,10.1,20.2,-1.3,0.72,17.79
1998-12,8.68,-4.6,5.0,14.6,-4.9,0.27,12.30
1999-01,7.52,-3.4,6.6,16.5,-8.4,1.52,15.52
1999-02,0.00,-3.3,8.2,19.6,-10.8,2.00,20.10
1999-03,15.59,0.3,11.0,21.8,-7.4,2.26,22.79
1999-04,0.47,3.1,13.5,24.0,-7.1,3.52,26.38
1999-05,1.64,8.3,19.1,29.9,-4.9,5.29,37.88
1999-06,47.51,13.9,23.3,32.8,3.0,6.19,41.49
1999-07,76.28,18.6,25.8,33.0,13.0,4.41,35.83
1999-08,100.62,17.3,25.2,33.1,12.4,3.70,36.23
1999-09,34.75,13.4,21.8,30.2,10.2,2.29,30.72
1999-10,28.97,4.3,15.1,26.0,-1.9,3.02,29.06
1999-11,0.00,-1.0,10.5,22.1,-7.1,2.33,22.36
1999-12,11.91,-5.7,3.2,12.2,-9.2,1.13,11.06
2000-01,0.00,-4.4,6.4,17.2,-8.8,1.50,16.55
2000-02,0.00,-1.2,9.0,19.3,-8.3,2.50,19.10
2000-03,6.99,0.4,10.6,20.7,-7.8,2.50,21.14
2000-04,0.00,6.6,16.9,27.2,-5.9,5.45,32.42
2000-05,0.00,12.1,22.4,32.8,-5.1,9.18,45.50
2000-06,82.72,16.7,25.1,33.6,7.6,5.78,41.69
2000-07,29.85,18.7,27.0,35.3,10.5,6.65,44.61
2000-08,30.83,17.5,25.9,34.3,9.9,5.77,41.97
2000-09,1.82,13.4,23.2,33.0,4.1,6.17,41.90
2000-10,59.70,7.2,15.4,23.6,4.0,2.10,22.47
2000-11,33.72,-3.0,5.6,14.2,-4.9,0.64,11.90
2000-12,3.11,-5.8,3.8,13.5,-7.1,0.59,11.88
2001-01,20.02,-5.6,3.0,11.6,-5.5,0.42,9.70
2001-02,13.31,-2.6,7.0,16.6,-6.0,1.20,15.65
2001-03,3.49,0.1,9.8,19.6,-4.4,1.57,18.95
2001-04,5.38,5.1,15.2,25.3,-4.6,4.08,28.41
2001-05,7.10,10.2,20.6,31.0,-2.5,6.80,39.98
2001-06,3.98,15.4,25.1,34.9,2.6,8.90,47.77
2001-07,27.23,19.1,27.3,35.4,11.1,6.50,44.25
2001-08,40.45,17.0,25.4,33.7,11.7,3.96,39.39
2001-09,20.19,13.3,22.3,31.3,7.0,4.19,35.84
2001-10,0.00,7.3,17.2,27.2,-0.1,4.02,29.38
2001-11,6.19,0.6,9.9,19.2,-1.7,1.39,17.25
2001-12,2.09,-5.0,4.3,13.5,-8.7,1.27,12.45
2002-01,6.88,-3.3,5.7,14.7,-8.7,1.78,13.61
2002-02,22.83,-3.4,5.8,15.0,-9.6,1.58,14.71
2002-03,0.00,-0.7,10.0,20.8,-12.8,3.63,22.57
2002-04,0.00,7.3,17.5,27.8,-6.3,5.85,33.31
2002-05,5.82,9.5,20.0,30.4,-7.2,7.91,39.62
2002-06,1.80,16.9,26.8,36.6,1.1,11.19,54.30
2002-07,123.08,18.7,26.4,34.2,11.0,5.92,41.06
2002-08,43.50,18.0,26.7,35.5,9.7,6.30,46.93
2002-09,10.90,14.3,22.8,31.3,7.8,4.55,35.52
2002-10,30.57,6.6,15.4,24.2,4.3,1.41,22.55
2002-11,8.40,-1.5,8.1,17.7,-5.1,1.50,15.92
2002-12,36.51,-3.8,4.1,12.1,-3.3,0.24,9.42
2003-01,0.00,-3.7,6.7,17.2,-4.7,0.66,15.25
2003-02,41.97,-1.2,7.4,16.1,-3.5,0.88,14.08
2003-03,3.53,1.2,10.3,19.4,-5.3,2.16,19.54
2003-04,7.78,4.3,14.6,24.8,-7.4,4.82,28.01
2003-05,0.00,10.5,20.7,30.9,-4.6,7.86,40.22
2003-06,9.77,14.6,24.5,34.4,1.4,8.15,47.79
2003-07,15.78,19.8,28.2,36.6,8.4,10.39,51.31
2003-08,25.51,18.4,26.8,35.2,10.3,6.68,45.02
2003-09,6.98,14.3,23.0,31.8,7.0,5.24,37.69
2003-10,11.56,9.4,18.8,28.1,1.8,4.12,31.40
2003-11,15.91,1.0,10.2,19.5,-5.2,2.16,18.83
2003-12,0.00,-6.1,4.1,14.3,-10.2,1.27,13.77
2004-01,7.39,-2.1,5.9,13.8,-5.5,1.14,11.58
2004-02,2.06,-3.0,5.7,14.5,-8.3,1.58,13.84
2004-03,25.94,3.4,12.5,21.5,-3.2,2.45,22.13
2004-04,57.50,6.1,14.5,23.0,-1.4,3.23,23.83
2004-05,0.00,10.5,20.4,30.3,-4.3,7.78,39.38
2004-06,49.82,14.3,24.3,34.3,-0.3,8.98,48.08
2004-07,68.20,18.5,26.6,34.7,7.6,8.82,45.71
2004-08,63.66,15.9,24.3,32.7,10.6,3.65,38.32
2004-09,54.17,12.6,21.0,29.5,6.5,4.11,32.16
2004-10,22.07,7.1,15.7,24.3,4.5,1.67,22.78
2004-11,42.51,0.0,7.9,15.7,-1.3,0.78,12.68
2004-12,15.44,-5.4,3.5,12.4,-4.7,0.20,10.44
2005-01,25.48,-1.0,7.1,15.2,-2.4,0.57,12.00
2005-02,48.41,0.8,7.4,14.0,0.7,0.18,9.78
2005-03,7.96,1.0,9.7,18.4,-4.5,1.69,17.14
2005-04,9.45,4.6,14.4,24.2,-6.3,3.73,26.97
2005-05,32.34,9.9,19.9,29.8,-1.1,5.64,37.56
2005-06,0.00,14.2,24.5,34.8,-1.3,9.82,50.62
2005-07,15.55,19.0,27.8,36.6,6.4,10.18,52.50
2005-08,28.95,17.5,25.1,32.7,12.3,3.51,36.25
2005-09,16.92,14.7,23.5,32.3,7.6,4.70,38.62
2005-10,24.40,7.4,15.9,24.5,4.4,1.69,22.97
2005-11,0.00,-1.0,9.8,20.5,-8.5,2.55,21.55
2005-12,0.00,-8.1,3.9,15.8,-12.2,1.13,15.77
2006-01,0.74,-7.8,4.5,16.8,-13.4,1.44,17.01
2006-02,1.26,-0.8,8.6,18.0,-11.2,2.84,17.95
2006-03,0.00,-0.6,10.0,20.5,-8.8,2.54,21.62
2006-04,2.76,4.5,15.8,27.0,-9.1,5.30,33.03
2006-05,19.46,9.3,20.7,32.0,-5.9,7.16,43.98
2006-06,11.36,14.6,25.2,35.7,1.4,8.19,52.49
2006-07,26.03,19.6,27.1,34.6,10.5,7.49,43.49
2006-08,150.88,17.9,24.2,30.5,14.8,1.97,27.70
2006-09,84.79,12.0,19.4,26.8,8.7,1.79,24.80
2006-10,63.94,6.3,15.0,23.8,4.3,1.17,21.67
2006-11,3.18,-0.3,10.1,20.5,-4.5,1.60,19.66
2006-12,4.87,-5.0,3.8,12.6,-7.7,0.96,11.30
2007-01,30.07,-4.7,2.9,10.5,-4.9,0.40,8.69
2007-02,9.06,-4.5,6.2,17.0,-5.8,0.36,16.09
2007-03,2.44,-1.0,10.4,21.8,-6.9,1.70,23.49
2007-04,18.19,2.7,13.4,24.1,-5.5,2.68,26.11
2007-05,46.73,9.7,18.8,28.0,1.2,4.03,31.21
2007-06,12.83,12.5,23.4,34.3,2.9,5.22,47.14
2007-07,54.95,17.0,25.4,33.9,10.5,4.59,41.01
2007-08,52.63,17.4,25.7,34.0,12.5,3.31,39.74
2007-09,34.62,13.9,22.5,31.0,9.3,2.72,34.33
2007-10,1.47,4.5,15.8,27.1,-1.8,2.41,30.46
2007-11,8.86,-0.3,9.9,20.2,-5.0,2.07,20.67
2007-12,10.07,-4.9,4.3,13.4,-5.9,0.44,11.69
2008-01,2.70,-6.8,3.1,13.0,-10.0,0.91,11.99
2008-02,4.81,-4.8,6.4,17.5,-10.0,1.51,17.58
2008-03,0.00,-2.4,9.4,21.3,-12.4,2.60,23.89
2008-04,0.00,0.8,12.9,24.9,-14.1,4.33,29.84
2008-05,6.55,7.5,18.5,29.4,-6.5,5.64,38.27
2008-06,0.40,13.8,25.0,36.2,-2.3,9.05,55.09
2008-07,176.33,17.9,24.8,31.7,13.5,2.70,32.90
2008-08,43.26,16.7,24.2,31.8,12.5,2.40,33.58
2008-09,75.71,11.1,19.5,28.0,9.2,0.97,26.53
2008-10,8.87,4.1,14.7,25.3,0.1,1.77,26.11
2008-11,7.51,-3.6,7.8,19.2,-7.0,1.16,18.56
2008-12,7.16,-4.5,5.3,15.1,-6.4,0.81,13.48
2009-01,2.55,-7.4,4.4,16.1,-9.2,0.63,15.22
2009-02,0.00,-6.3,6.1,18.4,-13.0,1.12,19.61
2009-03,1.34,-0.3,10.6,21.4,-8.9,2.70,22.96
2009-04,0.00,2.5,13.4,24.3,-10.5,4.57,28.11
2009-05,20.84,9.8,20.4,31.0,-1.6,5.02,39.90
2009-06,12.45,15.0,23.8,32.6,2.4,7.47,42.12
2009-07,46.67,18.5,27.2,35.9,10.1,5.92,48.50
2009-08,46.63,15.6,25.1,34.6,8.9,4.38,45.28
2009-09,44.40,11.9,20.6,29.4,7.2,2.88,31.51
2009-10,18.45,6.0,15.1,24.3,0.8,2.38,24.85
2009-11,26.17,-3.1,8.2,19.6,-6.5,1.46,18.94
2009-12,28.59,-5.6,2.7,11.1,-4.6,0.16,8.87
2010-01,29.57,-6.4,2.7,11.7,-6.5,0.30,10.01
2010-02,15.90,-3.2,5.5,14.1,-4.2,0.36,11.89
2010-03,2.76,-2.6,8.0,18.5,-7.3,1.13,18.47
2010-04,6.00,3.4,13.8,24.3,-4.6,2.90,26.17
2010-05,0.00,6.5,17.7,29.0,-6.3,5.85,37.37
2010-06,2.95,13.6,24.5,35.3,0.4,8.79,51.26
2010-07,65.02,17.6,25.6,33.6,12.6,2.75,39.00
2010-08,33.59,17.0,25.6,34.3,12.2,2.72,41.40
2010-09,13.89,14.3,23.1,31.9,8.9,3.33,36.76
2010-10,8.43,6.7,16.4,26.0,1.2,2.76,27.03
2010-11,0.00,-5.3,6.5,18.3,-10.0,1.76,18.21
2010-12,1.47,-5.1,6.0,17.2,-8.4,1.34,15.77
2011-01,0.00,-10.4,1.8,14.0,-13.0,1.02,13.76
2011-02,4.43,-7.6,3.3,14.3,-12.8,1.76,15.46
2011-03,0.00,-0.5,11.5,23.5,-12.4,3.99,26.57
2011-04,0.00,5.8,16.3,26.8,-11.0,7.00,32.64
2011-05,0.00,6.5,17.6,28.6,-10.1,7.22,36.82
2011-06,4.10,13.3,25.1,36.9,-5.6,11.37,57.97
2011-07,54.95,19.8,27.9,36.1,8.6,8.67,49.37
2011-08,63.04,19.3,27.5,35.7,10.8,6.09,47.02
2011-09,12.66,14.5,23.2,32.0,3.8,6.83,40.00
2011-10,3.59,3.9,15.1,26.2,-2.7,2.89,28.98
2011-11,8.23,-1.8,7.9,17.6,-5.6,1.55,15.92
2011-12,51.13,-5.9,1.3,8.6,-4.1,0.10,6.41
2012-01,9.51,-4.9,5.2,15.4,-6.2,0.37,13.84
2012-02,1.40,-3.3,6.4,16.0,-7.8,1.30,14.94
2012-03,2.12,-2.5,9.5,21.4,-12.2,2.46,24.18
2012-04,0.00,3.5,15.2,26.9,-8.4,4.58,32.75
2012-05,12.80,8.5,19.2,30.0,-4.9,6.03,38.46
2012-06,0.00,13.4,24.9,36.4,-4.3,11.09,56.19
2012-07,26.06,18.4,26.2,34.1,10.1,5.62,42.72
2012-08,15.87,17.9,26.5,35.1,8.4,7.14,46.50
2012-09,17.84,13.3,21.8,30.3,4.4,5.39,35.95
2012-10,0.00,4.6,15.7,26.8,-3.6,3.95,30.89
2012-11,0.70,-1.4,9.7,20.8,-7.8,2.45,20.77
2012-12,9.19,-5.6,4.4,14.4,-9.3,1.18,13.47
2013-01,4.10,-8.2,1.4,11.0,-9.6,0.53,10.50
2013-02,0.00,-7.5,3.6,14.8,-12.0,1.13,14.51
2013-03,0.03,-1.9,9.8,21.5,-12.1,3.40,23.52
2013-04,0.00,3.5,14.3,25.1,-11.1,5.34,29.75
2013-05,1.32,8.4,18.7,29.1,-7.7,7.39,37.31
2013-06,2.35,16.3,26.5,36.8,-0.6,12.11,56.17
2013-07,100.74,19.0,26.1,33.2,11.9,4.62,39.04
2013-08,69.00,18.3,25.6,33.0,11.5,4.39,38.21
2013-09,75.12,14.2,21.6,29.0,9.4,3.07,28.97
2013-10,1.46,2.9,13.8,24.7,-1.7,1.96,25.51
2013-11,6.19,-0.8,8.5,17.8,-2.9,1.10,15.83
2013-12,5.93,-5.7,3.5,12.8,-6.5,0.56,11.11
2014-01,0.00,-8.9,3.1,15.1,-12.8,1.12,14.82
2014-02,0.00,-1.9,8.6,19.2,-9.7,2.61,19.83
2014-03,8.71,0.9,10.7,20.4,-7.7,2.55,20.80
2014-04,0.00,3.2,13.8,24.4,-10.4,4.93,28.02
2014-05,0.00,6.7,17.3,27.8,-8.1,6.62,34.83
2014-06,2.05,15.5,25.9,36.3,-2.4,11.62,55.16
2014-07,59.10,19.4,27.1,34.9,9.7,6.82,45.33
2014-08,58.70,17.7,24.4,31.1,12.4,3.37,32.27
2014-09,66.99,15.5,22.1,28.7,11.8,2.41,26.02
2014-10,16.73,6.4,16.3,26.2,3.0,1.52,26.64
2014-11,9.47,-0.4,8.7,17.9,-4.1,1.53,15.51
2014-12,3.98,-1.9,6.9,15.8,-4.3,1.05,13.35
2015-01,43.71,-2.9,4.3,11.5,-3.1,0.44,8.91
2015-02,12.06,-1.4,8.5,18.4,-3.2,0.81,16.81
2015-03,9.87,1.9,11.4,21.0,-3.2,1.67,20.75
2015-04,5.05,4.1,14.1,24.0,-5.2,3.23,25.91
2015-05,43.96,7.2,17.6,27.9,-2.5,3.87,32.95
2015-06,6.26,16.3,25.4,34.5,5.2,7.67,46.52
2015-07,120.68,18.7,26.4,34.1,12.0,4.34,41.59
2015-08,37.15,18.5,26.8,35.0,10.3,5.54,45.60
2015-09,2.96,14.9,23.4,31.9,8.8,4.14,36.93
2015-10,41.85,8.8,17.0,25.3,6.0,1.78,24.00
2015-11,22.68,0.1,9.2,18.2,-1.6,0.83,15.21
2015-12,11.93,-4.3,4.4,13.1,-6.2,0.76,11.76
2016-01,7.97,-5.8,3.3,12.4,-7.0,0.57,11.15
2016-02,1.78,-5.1,7.1,19.3,-11.3,1.72,20.81
2016-03,0.00,0.0,11.6,23.2,-10.3,3.42,25.75
2016-04,6.91,3.7,14.0,24.2,-6.0,3.37,26.92
2016-05,7.93,8.6,18.4,28.2,-4.2,5.66,34.03
2016-06,6.83,15.7,25.5,35.4,3.2,8.22,50.33
2016-07,2.53,18.5,28.0,37.5,6.7,9.33,55.06
2016-08,63.59,16.8,24.6,32.4,11.9,2.95,36.20
2016-09,45.17,14.2,22.2,30.1,8.6,3.28,32.26
2016-10,0.90,7.8,18.0,28.2,2.2,3.38,30.71
2016-11,20.24,2.8,11.0,19.3,-1.1,1.83,16.42
2016-12,28.07,-1.4,6.5,14.4,-4.5,1.37,11.84
2017-01,51.56,-0.6,6.3,13.2,-3.7,1.17,10.46
2017-02,14.67,0.1,9.4,18.7,-5.2,1.60,17.81
2017-03,0.60,2.2,13.2,24.3,-6.5,3.05,27.39
2017-04,3.77,4.4,15.3,26.1,-7.1,4.41,30.91
2017-05,8.58,8.5,18.8,29.1,-4.6,6.25,36.54
2017-06,41.96,15.6,25.5,35.5,2.3,8.24,50.80
2017-07,67.73,18.7,26.3,33.9,11.1,5.41,40.98
2017-08,103.84,17.6,24.7,31.9,12.3,3.39,34.32
2017-09,19.94,13.3,22.2,31.0,8.8,3.55,34.04
2017-10,18.65,7.7,17.2,26.7,0.8,2.72,28.32
2017-11,8.45,3.6,13.0,22.4,-2.9,2.44,21.82
2017-12,3.83,-5.2,5.0,15.2,-9.0,1.38,14.41
2018-01,1.18,-7.4,3.7,14.7,-12.2,1.44,14.15
2018-02,34.58,-0.2,8.9,18.0,-7.7,2.17,17.08
2018-03,2.08,1.1,11.0,20.9,-8.9,3.23,22.17
2018-04,0.00,6.4,16.5,26.7,-9.5,6.14,32.24
2018-05,0.33,9.4,20.7,32.0,-8.6,8.39,44.81
2018-06,41.52,16.7,26.6,36.6,1.6,10.36,55.42
2018-07,51.87,18.8,26.9,35.0,9.2,6.83,45.99
2018-08,40.90,18.2,26.3,34.3,10.7,5.52,42.77
2018-09,21.58,14.7,22.8,30.9,9.1,3.48,34.67
2018-10,82.25,9.0,15.8,22.6,6.6,1.15,19.03
2018-11,0.00,-2.0,7.6,17.2,-6.0,1.48,16.39
2018-12,20.12,-1.9,5.4,12.8,-4.6,0.88,10.46
2019-01,3.34,-4.2,4.5,13.3,-6.7,0.96,11.49
2019-02,0.00,-2.5,6.6,15.6,-8.1,1.69,14.57
2019-03,19.18,3.6,12.2,20.8,-5.8,3.25,21.43
2019-04,5.39,3.9,14.6,25.3,-6.0,3.47,30.12
2019-05,2.29,6.9,17.2,27.5,-5.7,5.33,33.50
2019-06,39.27,13.0,23.5,33.9,1.2,6.87,46.77
2019-07,21.24,17.6,26.9,36.3,7.6,7.79,51.82
2019-08,45.23,18.5,27.1,35.7,10.7,5.81,47.87
2019-09,19.88,15.4,23.3,31.1,9.7,3.92,34.96
2019-10,66.67,5.3,14.7,24.1,-0.0,2.29,24.22
2019-11,62.23,-1.0,8.2,17.4,-3.8,1.47,15.21
2019-12,8.35,-3.7,4.6,12.9,-4.4,0.70,10.72
2020-01,2.00,-5.5,4.3,14.2,-8.3,1.10,13.22
